uprn,house name,house number,street,licence start,licence expiry,permitted no of occupiers,address,postcode,licence type,licence reference number
100030000000,,13, Albert Street,15/11/2023,14/11/2028,4, Loughborough, LE11 2DW,Additional HMO licence,CBC-571772163332
100030000000,,114, Station Street,06/12/2023,05/12/2028,3, Loughborough, LE11 5EG,Additional HMO licence,CBC-572374121732
100030000000,,75, Hermitage Road,12/07/2024,11/07/2029,4, Loughborough, LE11 4PA,Additional HMO licence,CBC-575702172713
100030000000,,18, Durham Road,16/04/2024,15/04/2029,3, Loughborough, LE11 5UA,Additional HMO licence,CBC-576184195549
10004000724,,45, Kingfisher Way,27/02/2025,26/02/2030,5, Loughborough, LE11 3NF,Additional HMO licence,CBC-577200003280
10004000805,,12, Wren Close,28/02/2024,27/02/2029,4, Loughborough, LE11 3HL,Additional HMO licence,CBC-579190764222
100030000000,,24, Havelock Street,27/02/2024,26/02/2029,3, Loughborough, LE11 5DH,Additional HMO licence,CBC-579522174573
100030000000,,1, Leopold Street,28/03/2024,27/03/2029,4, Loughborough, LE11 5DL,Additional HMO licence,CBC-580411348437
100030000000,,99, Storer Road,11/03/2024,10/03/2029,4, Loughborough, LE11 5EH,Additional HMO licence,CBC-580434619507
100030000000,,26, Chestnut Street,07/03/2024,06/03/2029,6, Loughborough, LE11 3BE,Additional HMO licence,CBC-581697381761
100030000000,,77, Oxford Street,25/04/2024,24/04/2029,3, Loughborough, LE11 5DP,Additional HMO licence,CBC-582193197307
100030000000,,57, Oxford Street,01/08/2024,31/07/2029,3, Loughborough, LE11 5DP,Additional HMO licence,CBC-585641379520
100030000000,,55, Station Street,20/02/2024,19/02/2029,3, Loughborough, LE11 5EE,Additional HMO licence,CBC-586398730971
100030000000,,80, Blenheim Road,30/07/2024,29/07/2029,3, Leicester, LE4 4FL,Additional HMO licence,CBC-589233456232
100030000000,,54, Station Street,08/11/2023,07/11/2028,3, Loughborough, LE11 5EE,Additional HMO licence,CBC-589260428621
10004000801,,7, Wren Close,28/02/2024,27/02/2029,4, Loughborough, LE11 3HL,Additional HMO licence,CBC-589683332641
100030000000,,20, Thorpe Acre Road,15/02/2024,14/02/2029,4, Loughborough, LE11 4LF,Additional HMO licence,CBC-590388256294
100030000000,,32, Sharpley Road,27/07/2023,26/07/2028,4, Loughborough, LE11 4PN,Additional HMO licence,CBC-591019716711
100030000000,,77, King Street,22/10/2024,21/10/2029,4, Loughborough, LE11 1SB,Additional HMO licence,CBC-591088292646
100030000000,,477, New Ashby Road,08/02/2024,07/02/2029,3, Loughborough, LE11 4EU,Additional HMO licence,CBC-592869028802
100030000000,,268, Beacon Road,05/03/2024,04/03/2029,3, Loughborough, LE11 2RD,Additional HMO licence,CBC-594872649826
10013598018,New Block J Second Floor Flat 1, William Morris Hall ,Ashby Road,18/12/2024,17/12/2029,3,, LE11 3TQ,Additional HMO licence,CBC-594964873568
100030000000,,104, Sharpley Road,18/12/2024,17/12/2029,3, Loughborough, LE11 4PW,Additional HMO licence,CBC-595030137504
100030000000,,127, Paget Street,09/04/2024,08/04/2029,4, Loughborough, LE11 5DU,Additional HMO licence,CBC-595463934327
100030000000,,162, Sharpley Road,01/04/2024,31/03/2029,4, Loughborough, LE11 4PW,Additional HMO licence,CBC-596311775029
100030000000,,17, Arthur Street,13/02/2024,12/02/2029,4, Loughborough, LE11 3AY,Additional HMO licence,CBC-596891678531
100030000000,,79, Meadow Lane,14/11/2023,13/11/2028,3, Loughborough, LE11 1JU,Additional HMO licence,CBC-597587388480
100030000000,,142, Paget Street,11/03/2024,10/03/2029,3, Loughborough, LE11 5DU,Additional HMO licence,CBC-599803701713
100030000000,,67, Storer Road,20/03/2025,19/03/2030,3, Loughborough, LE11 5EH,Additional HMO licence,CBC-599834770034
100030000000,,16, Edward Street,28/03/2024,27/03/2029,4, Loughborough, LE11 1QF,Additional HMO licence,CBC-604798822597
100030000000,,5, Oxford Street,30/01/2025,29/01/2030,4, Loughborough, LE11 5DP,Additional HMO licence,CBC-605367842629
100030000000,,87, Leopold Street,28/02/2024,27/02/2029,4, Loughborough, LE11 5DN,Additional HMO licence,CBC-606007644062
10004000744,,60, Kingfisher Way,14/11/2023,13/11/2028,4, Loughborough, LE11 3NF,Additional HMO licence,CBC-607123840667
100030000000,,21, Curzon Street,12/02/2024,11/02/2029,4, Loughborough, LE11 3BQ,Additional HMO licence,CBC-608453042289
100030000000,,16, Woodgate Drive,23/01/2025,22/01/2030,3, Leicester, LE4 3JU,Additional HMO licence,CBC-608797123903
100030000000,,4, Grange Street,21/02/2024,20/02/2029,4, Loughborough, LE11 1QG,Additional HMO licence,CBC-609744314998
100030000000,,126, Hermitage Road,19/03/2024,18/03/2029,4, Loughborough, LE11 4PF,Additional HMO licence,CBC-610717118207
100030000000,,43, Havelock Street,13/03/2024,12/03/2029,3, Loughborough, LE11 5DH,Additional HMO licence,CBC-611353865455
10023776687,Flat 41 Block D, The Holt ,Holt Drive,21/02/2024,20/02/2029,4,, LE11 3JB,Additional HMO licence,CBC-615084329505
100030000000,,22, Dalby Avenue,25/03/2024,24/03/2029,3, Leicester, LE4 4FQ,Additional HMO licence,CBC-617647546535
100030000000,,16, Rosebery Street,06/03/2024,05/03/2029,4, Loughborough, LE11 5DX,Additional HMO licence,CBC-617927254622
100030000000,,60, Orchard Road,09/05/2024,08/05/2029,3, Leicester, LE4 4GE,Additional HMO licence,CBC-619391995164
100030000000,,77, Kirkstone Drive,03/01/2024,02/01/2029,4, Loughborough, LE11 3RN,Additional HMO licence,CBC-620020802080
100030000000,,10, Blake Drive,08/01/2024,07/01/2029,4, Loughborough, LE11 5JG,Additional HMO licence,CBC-620696885542
100030000000,,131, Leopold Street,08/11/2023,07/11/2028,3, Loughborough, LE11 5DW,Additional HMO licence,CBC-621973773464
100030000000,,49, Fearon Street,12/12/2023,11/12/2028,4, Loughborough, LE11 5DG,Additional HMO licence,CBC-625773471911
10023776663,Flat 16 Block A, The Holt ,Holt Drive,18/12/2024,17/12/2029,4,, LE11 3JB,Additional HMO licence,CBC-625774632792
100030000000,,33, Edward Street,19/02/2024,18/02/2029,3, Loughborough, LE11 1QF,Additional HMO licence,CBC-627321483125
100030000000,,97, Paget Street,05/03/2024,04/03/2029,3, Loughborough, LE11 5DT,Additional HMO licence,CBC-627632898233
100030000000,,25, Ashleigh Drive,31/10/2023,30/10/2028,4, Loughborough, LE11 3HN,Additional HMO licence,CBC-627874585756
10004000797,,3, Wren Close,08/01/2024,07/01/2029,4, Loughborough, LE11 3HL,Additional HMO licence,CBC-631497116982
10004000772,,10, Moorhen Way,20/03/2024,19/03/2029,4, Loughborough, LE11 3HH,Additional HMO licence,CBC-631572943058
100030000000,,33, Fearon Street,11/03/2024,10/03/2029,4, Loughborough, LE11 5DG,Additional HMO licence,CBC-632838463530
10013598098,New Block P Ground Floor Flat 1, William Morris Hall ,Ashby Road,26/12/2024,25/12/2029,3,, LE11 3TQ,Additional HMO licence,CBC-633834437724
100030000000,,137, Leopold Street,16/04/2024,15/04/2029,4, Loughborough, LE11 5DW,Additional HMO licence,CBC-633882682695
100030000000,,59, Broad Street,28/02/2024,27/02/2029,3, Loughborough, LE11 5AB,Additional HMO licence,CBC-634237872382
100030000000,,51, Lower Cambridge Street,30/01/2025,29/01/2030,3, Loughborough, LE11 1PQ,Additional HMO licence,CBC-634463145805
100030000000,,79, Beacon Road,08/11/2023,07/11/2028,4, Loughborough, LE11 2BG,Additional HMO licence,CBC-634855290303
10004000766,,4, Moorhen Way,22/10/2024,21/10/2029,4, Loughborough, LE11 3HH,Additional HMO licence,CBC-635692533720
10004000825,,18, Adam Dale,25/03/2024,24/03/2029,4, Loughborough, LE11 3HD,Additional HMO licence,CBC-636538179856
10004000723,,43, Kingfisher Way,26/02/2024,25/02/2029,4, Loughborough, LE11 3NF,Additional HMO licence,CBC-640590712267
100030000000,,13, Garendon Road,31/10/2023,30/10/2028,4, Loughborough, LE11 4QB,Additional HMO licence,CBC-640738917945
10008151661,,17, Goods Yard Close,06/03/2024,05/03/2029,3, Loughborough, LE11 5EB,Additional HMO licence,CBC-641052981245
100030000000,,7, Oaklands Avenue,04/03/2024,03/03/2029,3, Loughborough, LE11 3JF,Additional HMO licence,CBC-641102416467
100030000000,,27, Paget Street,20/05/2024,19/05/2029,4, Loughborough, LE11 5DS,Additional HMO licence,CBC-642700204070
100030000000,,12, Havelock Street,08/04/2025,07/04/2030,3, Loughborough, LE11 5DH,Additional HMO licence,CBC-644670753696
100030000000,,11a, The Rushes,13/03/2024,12/03/2029,4, Loughborough, LE11 5BE,Additional HMO licence,CBC-645731612382
100030000000,,66, Derby Road,08/01/2024,07/01/2029,4, Loughborough, LE11 5BX,Additional HMO licence,CBC-646021298833
100030000000,,16, George Street,26/02/2024,25/02/2029,3, Loughborough, LE11 5DQ,Additional HMO licence,CBC-649218647681
10004000784,,3, Robin Mews,22/02/2024,21/02/2029,4, Loughborough, LE11 3HJ,Additional HMO licence,CBC-651554018837
100030000000,,35, Radmoor Road,27/03/2024,26/03/2029,4, Loughborough, LE11 3BP,Additional HMO licence,CBC-651580997135
100030000000,,14, Oxford Street,12/04/2024,11/04/2029,3, Loughborough, LE11 5DR,Additional HMO licence,CBC-651931698505
100030000000,,12, William Street,05/04/2024,04/04/2029,4, Loughborough, LE11 3BZ,Additional HMO licence,CBC-652583517579
100030000000,,21, Blackbrook Road,28/03/2024,27/03/2029,4, Loughborough, LE11 4PY,Additional HMO licence,CBC-654194326399
10070073884,,45a, Ashby Square,14/03/2024,13/03/2029,4, Loughborough, LE11 5AA,Additional HMO licence,CBC-654467877136
100030000000,,25, Oxford Street,08/11/2023,07/11/2028,4, Loughborough, LE11 5DP,Additional HMO licence,CBC-655536522644
100030000000,,8, Bampton Street,25/03/2024,24/03/2029,4, Loughborough, LE11 2DR,Additional HMO licence,CBC-656316806750
100030000000,,92, Rydal Avenue,05/03/2024,04/03/2029,4, Loughborough, LE11 3RX,Additional HMO licence,CBC-657920844167
10004000743,,58, Kingfisher Way,21/02/2024,20/02/2029,4, Loughborough, LE11 3NF,Additional HMO licence,CBC-658524795463
100030000000,,20, Burleigh Road,03/04/2024,02/04/2029,4, Loughborough, LE11 3BA,Additional HMO licence,CBC-659521305606
100030000000,,107, Storer Road,31/10/2023,30/10/2028,4, Loughborough, LE11 5EH,Additional HMO licence,CBC-659709368104
100030000000,,108, Holywell Drive,10/10/2023,09/10/2028,4, Loughborough, LE11 3JZ,Additional HMO licence,CBC-659982492958
100030000000,,81, Paget Street,07/03/2024,06/03/2029,4, Loughborough, LE11 5DT,Additional HMO licence,CBC-662283377829
100030000000,,51, Cumberland Road,29/02/2024,28/02/2029,4, Loughborough, LE11 5DE,Additional HMO licence,CBC-664248980844
100030000000,,117, Hermitage Road,29/02/2024,28/02/2029,4, Loughborough, LE11 4PB,Additional HMO licence,CBC-665086207475
100030000000,,65, Oxford Street,11/03/2024,10/03/2029,4, Loughborough, LE11 5DP,Additional HMO licence,CBC-665695306153
100030000000,,50, Rydal Avenue,07/12/2023,06/12/2028,4, Loughborough, LE11 3RX,Additional HMO licence,CBC-666729479090
100030000000,,4, Leopold Street,18/03/2024,17/03/2029,4, Loughborough, LE11 5DL,Additional HMO licence,CBC-666935928361
100030000000,,27, Oaklands Avenue,18/04/2024,17/04/2029,3, Loughborough, LE11 3JF,Additional HMO licence,CBC-669763222866
10004000802,,8, Wren Close,14/03/2024,13/03/2029,4, Loughborough, LE11 3HL,Additional HMO licence,CBC-670424927201
10094172894,Flat 2 21,21, Market Place,03/11/2023,02/11/2028,5, Loughborough, LE11 3EB,Additional HMO licence,CBC-671732656480
100030000000,,60, Station Street,28/10/2023,27/10/2028,4, Loughborough, LE11 5EE,Additional HMO licence,CBC-674941512018
100030000000,,41a, Market Street,12/09/2024,11/09/2029,4, Loughborough, LE11 3ER,Additional HMO licence,CBC-675562167429
10004000771,,9, Moorhen Way,12/09/2024,11/09/2029,4, Loughborough, LE11 3HH,Additional HMO licence,CBC-676483400970
100030000000,,72, Blackbrook Road,01/04/2024,31/03/2029,4, Loughborough, LE11 4PZ,Additional HMO licence,CBC-677073475219
100030000000,,20, Granville Street,20/02/2024,19/02/2029,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-678274989092
100030000000,,63, Station Street,07/03/2024,06/03/2029,4, Loughborough, LE11 5EE,Additional HMO licence,CBC-678786131787
10070069310,,66a, Ashby Road,12/07/2024,11/07/2029,3, Loughborough, LE11 3AE,Additional HMO licence,CBC-681928244744
10004000711,,19, Kingfisher Way,05/04/2024,04/04/2029,5, Loughborough, LE11 3NF,Additional HMO licence,CBC-685991415493
100030000000,,24, Granville Street,20/02/2024,19/02/2029,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-686837261882
100030000000,,11, Arthur Street,12/03/2024,11/03/2029,3, Loughborough, LE11 3AY,Additional HMO licence,CBC-688369514383
100030000000,,98, Paget Street,02/11/2023,01/11/2028,3, Loughborough, LE11 5DT,Additional HMO licence,CBC-690916513625
100030000000,,182, Alan Moss Road,11/03/2024,10/03/2029,4, Loughborough, LE11 4LZ,Additional HMO licence,CBC-691564913390
100030000000,,16, Broad Street,04/01/2024,03/01/2029,4, Loughborough, LE11 5AB,Additional HMO licence,CBC-694980034330
100030000000,,39, Granville Street,20/02/2024,19/02/2029,4, Loughborough, LE11 3BL,Additional HMO licence,CBC-696858219114
100030000000,,7, Paget Street,18/03/2024,17/03/2029,3, Loughborough, LE11 5DS,Additional HMO licence,CBC-698571176141
100030000000,,7, Chestnut Street,28/03/2024,27/03/2029,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-699191440970
100030000000,,77, Brookfield Avenue,29/02/2024,28/02/2029,4, Loughborough, LE11 3LN,Additional HMO licence,CBC-699654300685
100030000000,,2, Wordsworth Road,29/01/2024,28/01/2029,3, Loughborough, LE11 4LQ,Additional HMO licence,CBC-699897044333
100030000000,,15, Oaklands Avenue,12/09/2024,11/09/2029,4, Loughborough, LE11 3JF,Additional HMO licence,CBC-702660949718
100030000000,,18, Chestnut Street,07/03/2024,06/03/2029,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-702680965435
100030000000,,8, Radmoor Road,18/11/2023,17/11/2028,4, Loughborough, LE11 3BS,Additional HMO licence,CBC-702887581720
100030000000,,21, Arthur Street,20/12/2023,19/12/2028,4, Loughborough, LE11 3AY,Additional HMO licence,CBC-705268379234
100030000000,,35b, Ashby Road,05/02/2024,04/02/2029,3, Loughborough, LE11 3AA,Additional HMO licence,CBC-708847378607
10023776648,H202 The Old Holt, The Holt ,Holt Drive,18/12/2024,17/12/2029,4,, LE11 3JB,Additional HMO licence,CBC-709977088789
100030000000,,93, Paget Street,22/02/2024,21/02/2029,3, Loughborough, LE11 5DT,Additional HMO licence,CBC-710560069713
100030000000,,22, Westfield Drive,20/03/2024,19/03/2029,5, Loughborough, LE11 3QL,Additional HMO licence,CBC-711349332344
100030000000,,65a, Leopold Street,11/12/2023,10/12/2028,3, Loughborough, LE11 5DN,Additional HMO licence,CBC-712727007351
100030000000,,71, Station Street,26/02/2024,25/02/2029,4, Loughborough, LE11 5EE,Additional HMO licence,CBC-712994799330
100030000000,,12, Granville Street,11/03/2024,10/03/2029,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-719952654375
100030000000,,85, Station Street,25/03/2024,24/03/2029,4, Loughborough, LE11 5EF,Additional HMO licence,CBC-720507821610
100030000000,,112, Leopold Street,04/03/2024,03/03/2029,4, Loughborough, LE11 5DW,Additional HMO licence,CBC-721982404488
100030000000,,13, Cumberland Road,26/02/2024,25/02/2029,3, Loughborough, LE11 5DE,Additional HMO licence,CBC-722323033902
100030000000,,33, Hastings Street,29/02/2024,28/02/2029,4, Loughborough, LE11 5AX,Additional HMO licence,CBC-722858262089
200001000000,Block A1 The Courtyard, Harry French Court ,Ashby Road,10/06/2024,09/06/2029,4,, LE11 3UN,Additional HMO licence,CBC-725812367256
10070066665,,12a, Warners Lane,13/06/2024,12/06/2029,3, Loughborough, LE11 1UL,Additional HMO licence,CBC-726211226009
100030000000,,14, Edelin Road,31/10/2023,30/10/2028,3, Loughborough, LE11 2HP,Additional HMO licence,CBC-726640260893
100030000000,,13, Paget Street,28/03/2024,27/03/2029,3, Loughborough, LE11 5DS,Additional HMO licence,CBC-727093032788
10070066735,,94, Gracedieu Road,16/02/2024,15/02/2029,4, Loughborough, LE11 4QG,Additional HMO licence,CBC-727333421725
100030000000,,40, Holt Drive,04/12/2023,03/12/2028,3, Loughborough, LE11 3JA,Additional HMO licence,CBC-727847737522
100030000000,,119, Derby Road,05/02/2024,04/02/2029,4, Loughborough, LE11 5AE,Additional HMO licence,CBC-730567233809
100030000000,,6, Rosebery Street,07/03/2024,06/03/2029,4, Loughborough, LE11 5DX,Additional HMO licence,CBC-732778344672
100030000000,,41, Blackbrook Road,07/03/2024,06/03/2029,3, Loughborough, LE11 4PY,Additional HMO licence,CBC-733145264537
100030000000,,41, Rosebery Street,08/03/2024,07/03/2029,4, Loughborough, LE11 5DX,Additional HMO licence,CBC-733928668774
100030000000,,22, Shelley Street,06/03/2024,05/03/2029,3, Loughborough, LE11 5LD,Additional HMO licence,CBC-734213416225
100030000000,,45, Cumberland Road,23/10/2023,22/10/2028,4, Loughborough, LE11 5DE,Additional HMO licence,CBC-734464086547
100030000000,,43, Cumberland Road,17/10/2023,16/10/2028,4, Loughborough, LE11 5DE,Additional HMO licence,CBC-734755244781
100030000000,,34, Curzon Street,19/02/2024,18/02/2029,4, Loughborough, LE11 3BQ,Additional HMO licence,CBC-736218334783
10008151666,,27, Goods Yard Close,11/03/2024,10/03/2029,4, Loughborough, LE11 5EB,Additional HMO licence,CBC-742084297533
100030000000,,111, Paget Street,03/04/2025,02/04/2030,3, Loughborough, LE11 5DU,Additional HMO licence,CBC-749475504211
100030000000,,53, Ashleigh Drive,17/10/2023,16/10/2028,4, Loughborough, LE11 3HN,Additional HMO licence,CBC-750537009503
100030000000,,88, Station Street,20/05/2024,19/05/2029,3, Loughborough, LE11 5EF,Additional HMO licence,CBC-751690945359
100030000000,,231, Alan Moss Road,21/12/2023,20/12/2028,4, Loughborough, LE11 4LT,Additional HMO licence,CBC-754946198890
100032000000,,Gallagher House 24a, Bridge Street,11/04/2024,10/04/2029,3, Loughborough, LE11 1NH,Additional HMO licence,CBC-755725888993
10008152288,Flat 7, Cherry Croft 64a, Kingfisher Way,11/04/2024,10/04/2029,3, Loughborough, LE11 3NF,Additional HMO licence,CBC-756226443016
100030000000,,198, Nanpantan Road,29/02/2024,28/02/2029,4, Loughborough, LE11 3YE,Additional HMO licence,CBC-757225724593
100030000000,,9, Granville Street,21/02/2024,20/02/2029,3, Loughborough, LE11 3BL,Additional HMO licence,CBC-760264711113
10004000812,,4, Adam Dale,15/11/2023,14/11/2028,4, Loughborough, LE11 3HD,Additional HMO licence,CBC-762494232147
10070075038,,3, Wordsworth Road,11/04/2024,10/04/2029,5, Loughborough, LE11 4LG,Additional HMO licence,CBC-765825968250
100030000000,,9, Oxford Street,16/02/2024,15/02/2029,4, Loughborough, LE11 5DP,Additional HMO licence,CBC-768466135029
100030000000,,30, Colgrove Road,18/12/2023,17/12/2028,4, Loughborough, LE11 3NN,Additional HMO licence,CBC-769483189803
100030000000,,37, Havelock Street,28/02/2024,27/02/2029,4, Loughborough, LE11 5DH,Additional HMO licence,CBC-770085636336
10012192336,,19a, The Rushes,02/02/2024,01/02/2029,3, Loughborough, LE11 5BE,Additional HMO licence,CBC-770152489386
10004000804,,10, Wren Close,23/10/2023,22/10/2028,5, Loughborough, LE11 3HL,Additional HMO licence,CBC-770422062115
10023776677,Flat 30 Block C, The Holt ,Holt Drive,21/02/2024,20/02/2029,4,, LE11 3JB,Additional HMO licence,CBC-772117987071
100030000000,,26, Granville Street,20/02/2024,19/02/2029,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-772159646325
10004000770,,8, Moorhen Way,20/03/2024,19/03/2029,4, Loughborough, LE11 3HH,Additional HMO licence,CBC-772232097788
100030000000,,130, Station Street,07/03/2024,06/03/2029,3, Loughborough, LE11 5EG,Additional HMO licence,CBC-772890252467
100030000000,,20, Broad Street,08/03/2024,07/03/2029,4, Loughborough, LE11 5AB,Additional HMO licence,CBC-774098647583
100030000000,,35, Leopold Street,23/02/2024,22/02/2029,4, Loughborough, LE11 5DL,Additional HMO licence,CBC-777733597640
100030000000,,34, Royland Road,01/01/2025,31/12/2029,4, Loughborough, LE11 2EH,Additional HMO licence,CBC-778366527723
100030000000,,10, Chestnut Street,11/03/2024,10/03/2029,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-778559684140
10091074750,,Annexe 4, Grove Road,14/08/2024,13/08/2029,4,, LE11 3QN,Additional HMO licence,CBC-778600058755
100030000000,,112, Park Road,26/02/2024,25/02/2029,4, Loughborough, LE11 2HH,Additional HMO licence,CBC-779436134559
100030000000,,25, Cumberland Road,06/12/2023,05/12/2028,3, Loughborough, LE11 5DE,Additional HMO licence,CBC-780214570152
10004000799,,5, Wren Close,25/03/2024,24/03/2029,4, Loughborough, LE11 3HL,Additional HMO licence,CBC-780359476403
100030000000,,11, Chestnut Street,10/10/2023,09/10/2028,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-782492549322
100030000000,,7, Curzon Street,20/02/2024,19/02/2029,3, Loughborough, LE11 3BQ,Additional HMO licence,CBC-782644307935
100030000000,,22, Granville Street,29/02/2024,28/02/2029,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-786229042845
100030000000,,25, Granville Street,28/02/2024,27/02/2029,4, Loughborough, LE11 3BL,Additional HMO licence,CBC-788007822075
100030000000,,108, Paget Street,12/03/2024,11/03/2029,4, Loughborough, LE11 5DU,Additional HMO licence,CBC-789924923538
100030000000,,4, Speeds Pingle,31/10/2023,30/10/2028,4, Loughborough, LE11 5BN,Additional HMO licence,CBC-791912238191
100030000000,,252, Park Road,12/04/2024,11/04/2029,3, Loughborough, LE11 2HL,Additional HMO licence,CBC-792058461846
10004000870,,12, Goldfinch Close,28/03/2024,27/03/2029,4, Loughborough, LE11 3HG,Additional HMO licence,CBC-793481602178
100030000000,,104, Alan Moss Road,01/01/2025,31/12/2029,4, Loughborough, LE11 5LY,Additional HMO licence,CBC-794770506052
100030000000,,6, Went Road,21/11/2024,20/11/2029,4, Leicester, LE4 3BG,Additional HMO licence,CBC-794801676734
100030000000,,131, Paget Street,04/03/2024,03/03/2029,3, Loughborough, LE11 5DU,Additional HMO licence,CBC-794948585288
10004000714,,25, Kingfisher Way,16/04/2024,15/04/2029,5, Loughborough, LE11 3NF,Additional HMO licence,CBC-795672985715
100030000000,,142, Forest Road,11/12/2023,10/12/2028,3, Loughborough, LE11 3NR,Additional HMO licence,CBC-796277948046
100030000000,,127, Station Street,19/02/2024,18/02/2029,3, Loughborough, LE11 5EG,Additional HMO licence,CBC-798238322078
100030000000,,18, Arthur Street,05/03/2024,04/03/2029,4, Loughborough, LE11 3AY,Additional HMO licence,CBC-798507297790
100030000000,,7, George Street,21/03/2024,20/03/2029,4, Loughborough, LE11 5DQ,Additional HMO licence,CBC-800730817479
100030000000,,48, Toothill Road,02/05/2024,01/05/2029,4, Loughborough, LE11 1PW,Additional HMO licence,CBC-802735595485
10070069941,Flat 17, Waterways 27, Derby Road,20/02/2024,19/02/2029,3, Loughborough, LE11 5AP,Additional HMO licence,CBC-805510706518
10004000768,,6, Moorhen Way,12/03/2024,11/03/2029,4, Loughborough, LE11 3HH,Additional HMO licence,CBC-807106096188
10096754836,"Flat 4,  May Mills House ",59, Forest Road,14/03/2024,13/03/2029,4, Loughborough, LE11 3NW,Additional HMO licence,CBC-807515317020
100030000000,,26, Station Street,18/09/2024,17/09/2029,6, Loughborough, LE11 5ED,Additional HMO licence,CBC-807683399092
100030000000,,46, Woodlands Drive,29/02/2024,28/02/2029,4, Loughborough, LE11 2DD,Additional HMO licence,CBC-808161448865
100030000000,,3, Fearon Street,31/10/2023,30/10/2028,3, Loughborough, LE11 5DG,Additional HMO licence,CBC-808169476033
100030000000,,125, Leopold Street,26/04/2024,25/04/2029,3, Loughborough, LE11 5DW,Additional HMO licence,CBC-809156258855
100030000000,,213, Ashby Road,14/03/2024,13/03/2029,4, Loughborough, LE11 3AD,Additional HMO licence,CBC-809215595441
100030000000,,60, Granville Street,14/02/2024,13/02/2029,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-809318318745
10008152297,Flat 4, Acorn Grange 64b, Kingfisher Way,12/03/2024,11/03/2029,3, Loughborough, LE11 3NF,Additional HMO licence,CBC-809463469480
100030000000,,34, Ashleigh Drive,21/03/2024,20/03/2029,4, Loughborough, LE11 3HW,Additional HMO licence,CBC-810089215294
100030000000,,94, Station Street,10/02/2024,09/02/2029,5, Loughborough, LE11 5EF,Additional HMO licence,CBC-811881382549
100030000000,,338, Park Road,19/04/2024,18/04/2029,3, Loughborough, LE11 2HN,Additional HMO licence,CBC-812136493319
10004000834,,27, Adam Dale,06/03/2024,05/03/2029,3, Loughborough, LE11 3HD,Additional HMO licence,CBC-812500560031
100030000000,,15, Granville Street,15/11/2023,14/11/2028,3, Loughborough, LE11 3BL,Additional HMO licence,CBC-814761189529
100030000000,,41, Havelock Street,20/02/2024,19/02/2029,4, Loughborough, LE11 5DH,Additional HMO licence,CBC-817483035670
100030000000,,80, Gracedieu Road,13/03/2024,12/03/2029,3, Loughborough, LE11 4QG,Additional HMO licence,CBC-818114985378
100030000000,,38, Woodlands Drive,06/03/2024,05/03/2029,3, Loughborough, LE11 2DD,Additional HMO licence,CBC-818284791191
100030000000,,98, Beacon Road,13/02/2024,12/02/2029,3, Loughborough, LE11 2BH,Additional HMO licence,CBC-821030442470
100030000000,,11, York Road,21/12/2023,20/12/2028,4, Loughborough, LE11 3DA,Additional HMO licence,CBC-821472000205
100030000000,,8, George Street,05/03/2024,04/03/2029,4, Loughborough, LE11 5DQ,Additional HMO licence,CBC-821498827706
10096754837,"Flat 5,  May Mills House ",59, Forest Road,21/03/2024,20/03/2029,3, Loughborough, LE11 3NW,Additional HMO licence,CBC-821910140408
100030000000,,17, Granville Street,01/02/2024,31/01/2029,3, Loughborough, LE11 3BL,Additional HMO licence,CBC-822328667956
100030000000,,39, Storer Road,11/03/2024,10/03/2029,3, Loughborough, LE11 5EH,Additional HMO licence,CBC-822614269339
100030000000,,12, Hastings Street,27/02/2024,26/02/2029,4, Loughborough, LE11 5AX,Additional HMO licence,CBC-822944993525
100030000000,,5, Woodlands Drive,03/01/2024,02/01/2029,4, Loughborough, LE11 2DB,Additional HMO licence,CBC-823962780736
100030000000,,46, Gladstone Street,25/03/2024,24/03/2029,4, Loughborough, LE11 1NS,Additional HMO licence,CBC-825244668877
10070073826,Flat 4 5,5, Devonshire Lane,23/02/2024,22/02/2029,4, Loughborough, LE11 3DW,Additional HMO licence,CBC-825509024288
100030000000,,135, Leopold Street,18/10/2023,17/10/2028,5, Loughborough, LE11 5DW,Additional HMO licence,CBC-825701196460
100030000000,,26, Grange Street,29/02/2024,28/02/2029,4, Loughborough, LE11 1QG,Additional HMO licence,CBC-826345973480
100030000000,,127, Derby Road,14/10/2023,13/10/2028,4, Loughborough, LE11 5AE,Additional HMO licence,CBC-826808750914
100030000000,,66, Paget Street,18/03/2024,17/03/2029,3, Loughborough, LE11 5DT,Additional HMO licence,CBC-828538756648
100030000000,,106, Station Street,28/02/2024,27/02/2029,4, Loughborough, LE11 5EG,Additional HMO licence,CBC-828977907235
100030000000,,40, Paget Street,20/02/2024,19/02/2029,4, Loughborough, LE11 5DS,Additional HMO licence,CBC-829102202248
100030000000,,67, Station Street,20/02/2024,19/02/2029,4, Loughborough, LE11 5EE,Additional HMO licence,CBC-829506092156
